Opinto;Tyyppi;Toteutus;Alkupvm;Loppupvm;Nimi;Vastuutoimipiste;Vastuuohjelma
RT080401;OJ;113PC;20130801;20131231;Tekninen piirustus;TIEDEB;RA
RT080402;OJ;113PA;20130801;20131231;Tuotemallipohjainen suunnittelu;TIEDEB;RA
RT080402;OJ;113PB;20130801;20131231;Tuotemallipohjainen suunnittelu;TIEDEB;RA
RT080402;OJ;113PC;20130801;20131231;Tuotemallipohjainen suunnittelu;TIEDEB;RA
RT080403;OJ;113PA;20130801;20131231;Pientalon suunnittelu;TIEDEB;RA
RT080403;OJ;113PB;20130801;20131231;Pientalon suunnittelu;TIEDEB;RA
RT080403;OJ;113PC;20130801;20131231;Pientalon suunnittelu;TIEDEB;RA
RT080404;OJ;113PA;20130801;20131231;Statiikka ja lujuusoppi;TIEDEB;RA
RT080503;OJ;213PA;20131104;20131231;Kylmätekniikka;TIEDEB;RA
RT080601;OJ;213PB;20131020;20131231;Vesi- ja viemärijärjestelmät;TIEDEB;RA
RT080702;OJ;113PA;20130801;20131231;Ilmastointikoneet ja -prosessit;TIEDEB;RA
RT080704;OJ;213PA;20130801;20131231;I-laboratoriotyöt;TIEDEB;RA
RT080802;OJ;113PA;20130304;20131231;Ilmastointi- ja jäähdytysverkostojen suunnittelu;TIEDEB;RA
RT080803;OJ;113PA;20130801;20131231;Rakennusautomaation suunnittelu;TIEDEB;RA
RT081101;OJ;113PB;20130801;20131231;Betonimateriaalitekniikka;TIEDEB;RA
RT081101;OJ;113PC;20130801;20131231;Betonimateriaalitekniikka;TIEDEB;RA
RT081102;OJ;113PA;20130801;20131231;Betonityöt;TIEDEB;RA
RT081103;OJ;113PA;20130801;20131231;Betonirakenteet 1;TIEDEB;RA
RT081203;OJ;113PA;20130801;20131231;Pohjarakennus ja geotekniikka;TIEDEB;RA
RT081302;OJ;213PA;20131020;20131231;Rakennusten palomääräykset;TIEDEB;RA
RT081303;OJ;213PA;20131021;20131231;Betonielementti rakenteet;TIEDEB;RA
RT081305;OJ;213PA;20131020;20131231;Korjausrakentaminen;TIEDEB;RA
RT081402;OJ;213PA;20131020;20131231;Teräsrakenteet 2;TIEDEB;RA
TY080102;OJ;213PB;20131020;20131231;Asiantuntijaviestintä;TIEDEB;RA
TY080103;OJ;113PC;20130801;20131231;Johtaminen ja projektitoiminta;TIEDEB;RA
TY080105;OJ;113PF;20130801;20131231;Työelämän ja tekniikan englanti 1;TIEDEB;RA
TY080208SY;OSA;113PA;20130801;20131231;Fysiikan laboratiot, syksy;TIEDEB;RA
TY080208SY;OSA;113PB;20130801;20131231;Fysiikan laboratiot, syksy;TIEDEB;RA
TY130202;OJ;113PF;20130801;20131231;Algebra;TIEDEB;RA
TY130202;OJ;113PG;20130801;20131231;Algebra;TIEDEB;RA
TY130205;OJ;213PF;20131020;20131231;Mekaniikka;TIEDEB;RA
TY130205;OJ;213PG;20130904;20131231;Mekaniikka;TIEDEB;RA
TY130208TT;OSA;113PA;20131020;20131231;Fysiikan laboraatiot: työturvallisuus;TIEDEB;RA
TY130208TT;OSA;113PB;20131020;20131231;Fysiikan laboraatiot: työturvallisuus;TIEDEB;RA
VTP0999S;OJ;112PN;20120801;20131231;Liikunta, syksy;TIEDEB;RA
VTP0999S;OJ;113PF;20130801;20131231;Liikunta, syksy;TIEDEB;RA
VTP0999S;OJ;113PG;20130801;20131231;Liikunta, syksy;TIEDEB;RA
YH00044;OJ;113PH;20130801;20131231;Ruotsin perusteet 2;TIEDEB;RA
YH00044;OJ;113PP;20130902;20131231;Ruotsin perusteet 2;TIEDEB;RA
RA130101;OJ;113PB;20130801;20131218;Rakennustekniikan perusteet;TIEDEB;RA
TY080103;OJ;113PG;20130902;20131218;Johtaminen ja projektitoiminta;TIEDEB;RA
TY080105;OJ;113PA;20130902;20131218;Työelämän ja tekniikan englanti 1;TIEDEB;RA
TY080106;OJ;113PD;20130902;20131218;Työelämän ja tekniikan englanti 2;TIEDEB;RA
TY130101A;OSA;113PF;20130801;20131215;Opiskelutaidot: opiskelutaidot;TIEDEB;RA
TY130101A;OSA;113PG;20130801;20131215;Opiskelutaidot: opiskelutaidot;TIEDEB;RA
TY080106;OJ;113PE;20130801;20131127;Työelämän ja tekniikan englanti 2;TIEDEB;RA
RT081104;OJ;113PA;20130928;20131116;Rakennesuunnittelun perusteet;TIEDEB;RA
RA130501;OJ;113PA;20130801;20131020;Virtaustekniikka;TIEDEB;RA
RT081204;OJ;313PA;20130101;20131020;Statiikka;TIEDEB;RA
RT080501;OJ;113PA;20130902;20131019;Virtaustekniikka;TIEDEB;RA
RT080501;OJ;113PC;20130801;20131019;Virtaustekniikka;TIEDEB;RA
RT080504;OJ;113PA;20130905;20131019;Lämmönsiirto;TIEDEB;RA
RT080603;OJ;113PA;20130801;20131019;Talokohtainen lämmön tuotanto;TIEDEB;RA
RT081401;OJ;113PA;20130801;20131019;Puurakenteet 2;TIEDEB;RA
TY080102;OJ;113PA;20130801;20131019;Asiantuntijaviestintä;TIEDEB;RA
TY080102;OJ;213PA;20130801;20131019;Asiantuntijaviestintä;TIEDEB;RA
TY130101D;OSA;113PF;20130801;20131019;Opiskelutaidot: tietotekniikan perusteet;TIEDEB;RA
TY130101D;OSA;113PG;20130801;20131019;Opiskelutaidot: tietotekniikan perusteet;TIEDEB;RA
TY130201;OJ;113PF;20130801;20131019;Insinöörin matemaattiset apuneuvot;TIEDEB;RA
TY130201;OJ;113PG;20130801;20131019;Insinöörin matemaattiset apuneuvot;TIEDEB;RA
TY130208EA;OSA;113PF;20131011;20131018;Fysiikan laboraatiot: ensiapukurssi;TIEDEB;RA
TY130208EA;OSA;113PE;20130927;20131004;Fysiikan laboraatiot: ensiapukurssi;TIEDEB;RA
TY130208EA;OSA;113PD;20130913;20130920;Fysiikan laboraatiot: ensiapukurssi;TIEDEB;RA
RT081003;OJ;112PA;20120801;20130524;Työtehtävät ja työympäristö;TIEDEB;RA
VTP0999K;OJ;312PC;20110101;20130524;Liikunta, kevät;TIEDEB;RA
VTP0999K;OJ;313PI;20130101;20130524;Liikunta, kevät;TIEDEB;RA
VTP0999K;OJ;313PJ;20130101;20130524;Liikunta, kevät;TIEDEB;RA
RT080201;OJ;313PA;20130311;20130512;Rakennusfysiikka;TIEDEB;RA
RT080201;OJ;313PB;20130311;20130512;Rakennusfysiikka;TIEDEB;RA
RT080603;OJ;112PB;20130101;20130512;Talokohtainen lämmön tuotanto;TIEDEB;RA
RT081303;OJ;212PA;20130311;20130512;Betonielementti rakenteet;TIEDEB;RA
RT081304;OJ;413PA;20130311;20130512;Staattisesti määrätyt rakenteet;TIEDEB;RA
TY080103;OJ;112PC;20130101;20130512;Johtaminen ja projektitoiminta;TIEDEB;RA
TY080103;OJ;112PD;20130101;20130512;Johtaminen ja projektitoiminta;TIEDEB;RA
RT080103;OJ;313PA;20130107;20130426;Sähkö- ja rakennusautomaatiotekniikan perusteet;TIEDEB;RA
RT080103;OJ;313PC;20130107;20130426;Sähkö- ja rakennusautomaatiotekniikan perusteet;TIEDEB;RA
RT080202;OJ;413PA;20130304;20130426;Tehon- ja energiantarve;TIEDEB;RA
RT080203;OJ;313PA;20130107;20130426;Rakennus- ja LVI-tekniset mittaukset;TIEDEB;RA
RT080502;OJ;413PA;20130304;20130426;Putkistojärjestelmät;TIEDEB;RA
RT080602;OJ;313PA;20130107;20130426;Lämmönjakojärjestelmät;TIEDEB;RA
RT080604;OJ;413PA;20130304;20130426;LV-laboratoriotyöt;TIEDEB;RA
RT080703;OJ;313PA;20130107;20130426;Ilmastointilaitoksen mitoitus;TIEDEB;RA
RT080801;OJ;313PA;20130107;20130426;LV-verkostojen suunnittelu;TIEDEB;RA
RT080910;OJ;413PA;20130304;20130426;Opiskelijaprojektit;TIEDEB;RA
RT081001;OJ;313PA;20130107;20130426;Työnjohtaminen rakennusprojektissa;TIEDEB;RA
RT081002;OJ;313PA;20130107;20130426;Työnsuunnittelu;TIEDEB;RA
RT081201;OJ;313PA;20130107;20130426;Puurakenteet 1;TIEDEB;RA
RT081202;OJ;313PA;20130107;20130426;Teräsrakenteet 1;TIEDEB;RA
RT081301;OJ;413PA;20130304;20130426;Talonrakennus;TIEDEB;RA
RT081303;OJ;413PA;20130304;20130426;Betonielementti rakenteet;TIEDEB;RA
RT081403;OJ;413PA;20130304;20130426;Staattisesti määräämättömät rakenteet;TIEDEB;RA
TY080103;OJ;313PC;20130107;20130426;Johtaminen ja projektitoiminta;TIEDEB;RA
TY080104;OJ;413PA;20130304;20130426;Tutkimusviestintä;TIEDEB;RA
TY080104;OJ;413PB;20130304;20130426;Tutkimusviestintä;TIEDEB;RA
TY080107A;OSA;413PD;20130107;20130426;Ruotsi/Suullinen taito;TIEDEB;RA
TY080107A;OSA;413PE;20130107;20130426;Ruotsi/Suullinen taito;TIEDEB;RA
TY080107B;OSA;313PD;20130107;20130426;Ruotsi/Kirjallinen taito;TIEDEB;RA
TY080107B;OSA;313PE;20130107;20130426;Ruotsi/Kirjallinen taito;TIEDEB;RA
TY080203;OJ;313PA;20130107;20130426;Geometria;TIEDEB;RA
TY080203;OJ;313PB;20130107;20130426;Geometria;TIEDEB;RA
TY080204;OJ;313PG;20130107;20130426;Differentiaali- ja integraalilaskenta;TIEDEB;RA
TY080204;OJ;313PH;20130107;20130426;Differentiaali- ja integraalilaskenta;TIEDEB;RA
TY080206;OJ;313PG;20130304;20130426;Sähkömagnetismi;TIEDEB;RA
TY080206;OJ;313PH;20130304;20130426;Sähkömagnetismi;TIEDEB;RA
TY080208KE;OSA;313PA;20130107;20130426;Fysiikan laboraatiot, kevät;TIEDEB;RA
TY080208KE;OSA;313PB;20130107;20130426;Fysiikan laboraatiot, kevät;TIEDEB;RA
TY080209;OJ;313PA;20130107;20130426;Kemia;TIEDEB;RA
YH00043;OJ;313PD;20130107;20130426;Ruotsin perusteet 1;TIEDEB;RA
YH00043;OJ;313PE;20130107;20130426;Ruotsin perusteet 1;TIEDEB;RA
YH00043;OJ;313PK;20130107;20130426;Ruotsin perusteet 1;TIEDEB;RA
RT080103;OJ;112PA;20120801;20130322;Sähkö- ja rakennusautomaatiotekniikan perusteet;TIEDEB;RA
RT080202;OJ;212PA;20121022;20130322;Tehon- ja energiantarve;TIEDEB;RA
RT080202;OJ;212PB;20121022;20130322;Tehon- ja energiantarve;TIEDEB;RA
RT080404;OJ;313PA;20121022;20130322;Statiikka ja lujuusoppi;TIEDEB;RA
RT080702;OJ;212PA;20121022;20130322;Ilmastointikoneet ja -prosessit;TIEDEB;RA
RT080802;OJ;112PA;20120823;20130322;Ilmastointi- ja jäähdytysverkostojen suunnittelu;TIEDEB;RA
RT080204;OJ;313PA;20130101;20130310;Energiatalous;TIEDEB;RA
RT080204;OJ;413PA;20130101;20130310;Energiatalous;TIEDEB;RA
RT080505;OJ;313PB;20130101;20130310;Virtaus- ja lämmönsiirtolaboratoriotyöt;TIEDEB;RA
RT081204;OJ;112PA;20130101;20130310;Statiikka;TIEDEB;RA
RT080201;OJ;313PC;20130107;20130301;Rakennusfysiikka;TIEDEB;RA
RT080401B;OSA;212PD;20130107;20130301;Tekninen piirustus;TIEDEB;RA
RT080404;OJ;313PB;20130107;20130301;Statiikka ja lujuusoppi;TIEDEB;RA
RT080404;OJ;313PC;20130107;20130301;Statiikka ja lujuusoppi;TIEDEB;RA
RT080505;OJ;313PA;20130107;20130301;Virtaus- ja lämmönsiirtolaboratoriotyöt;TIEDEB;RA
RT080601B;OSA;313PC;20130107;20130301;Vesi- ja viemärijärjestemät;TIEDEB;RA
RT080701;OJ;413PD;20130101;20130301;Ilmanvaihto- ja ilmastointijärjestelmät;TIEDEB;RA
RT080803;OJ;212PA;20130107;20130301;Rakennusautomaation suunnittelu;TIEDEB;RA
RT080902;OJ;313PA;20130107;20130301;Rakennus- ja LVI-messut;TIEDEB;RA
RT080902;OJ;313PB;20130107;20130301;Rakennus- ja LVI-messut;TIEDEB;RA
RT081104;OJ;313PA;20130107;20130301;Rakennesuunnittelun perusteet;TIEDEB;RA
RT081402;OJ;313PA;20130107;20130301;Teräsrakenteet 2;TIEDEB;RA
RT081404;OJ;313PA;20130107;20130301;Betonirakenteet 2;TIEDEB;RA
TY080207B;OSA;313PC;20130107;20130301;Lämpötekniikka ja värähtelyt B;TIEDEB;RA
TY080207B;OSA;313PD;20130107;20130301;Lämpötekniikka ja värähtelyt B;TIEDEB;RA
RT080302;OJ;112PA;20120801;20121231;Kiinteistön käyttö ja ylläpito;TIEDEB;RA
RT080910;OJ;212PA;20121022;20121231;Opiskelijaprojektit;TIEDEB;RA
RT081101C;OSA;212PF;20121022;20121231;Betonimateriaalitekniikka, labrat;TIEDEB;RA
RT081305;OJ;313PA;20121022;20121231;Korjausrakentaminen;TIEDEB;RA
RT081405;OJ;112PA;20120801;20121231;Lujuuslaskentaohjelmat;TIEDEB;RA
TY080105S;OSA;212PE;20120903;20121231;Työelämän ja tekniikan englanti 1 (studio);TIEDEB;RA
TY080105S;OSA;212PF;20121022;20121231;Työelämän ja tekniikan englanti 1 (studio);TIEDEB;RA
TY080105S;OSA;212PG;20121022;20121231;Työelämän ja tekniikan englanti 1 (studio);TIEDEB;RA
VTP0999S;OJ;112PA;20110801;20121231;Liikunta, syksy;TIEDEB;RA
VTP0999S;OJ;112PL;20120801;20121231;Liikunta, syksy;TIEDEB;RA
VTP0999S;OJ;112PM;20120801;20121231;Liikunta, syksy;TIEDEB;RA
VTP0999S;OJ;112PO;20120801;20121231;Liikunta, syksy;TIEDEB;RA
RT080101B;OSA;212PA;20121022;20121218;Rakennustekniikan perusteet;TIEDEB;RA
RT080101B;OSA;212PB;20121022;20121218;Rakennustekniikan perusteet;TIEDEB;RA
RT080102;OJ;112PA;20120823;20121218;LVI-tekniikan perusteet;TIEDEB;RA
RT080102;OJ;112PB;20120823;20121218;LVI-tekniikan perusteet;TIEDEB;RA
RT080203;OJ;112PA;20120903;20121218;Rakennus- ja LVI-tekniset mittaukset;TIEDEB;RA
RT080301;OJ;112PA;20120823;20121218;Projektin hoito ja sopimustekniikka;TIEDEB;RA
RT080303;OJ;112PA;20120823;20121218;Rakentamistalous;TIEDEB;RA
RT080401A;OSA;112PD;20121022;20121218;Tekninen piirustus;TIEDEB;RA
RT080401B;OSA;212PA;20121022;20121218;Tekninen piirustus;TIEDEB;RA
RT080401B;OSA;212PG;20121022;20121218;Tekninen piirustus;TIEDEB;RA
RT080401B;OSA;212PH;20121022;20121218;Tekninen piirustus;TIEDEB;RA
RT080402;OJ;112PA;20120823;20121218;Tuotemallipohjainen suunnittelu;TIEDEB;RA
RT080402;OJ;112PB;20120823;20121218;Tuotemallipohjainen suunnittelu;TIEDEB;RA
RT080402;OJ;112PC;20120823;20121218;Tuotemallipohjainen suunnittelu;TIEDEB;RA
RT080403;OJ;112PA;20120823;20121218;Pientalon suunnittelu;TIEDEB;RA
RT080403;OJ;112PB;20120823;20121218;Pientalon suunnittelu;TIEDEB;RA
RT080403;OJ;112PC;20120823;20121218;Pientalon suunnittelu;TIEDEB;RA
RT080503;OJ;212PA;20121022;20121218;Kylmätekniikka;TIEDEB;RA
RT080704;OJ;112PA;20120823;20121218;I-laboratoriotyöt;TIEDEB;RA
RT081101B;OSA;212PC;20121022;20121218;Betonimateriaalitekniikka;TIEDEB;RA
RT081101C;OSA;212PA;20121022;20121218;Betonimateriaalitekniikka, labrat;TIEDEB;RA
RT081101C;OSA;212PE;20121022;20121218;Betonimateriaalitekniikka, labrat;TIEDEB;RA
RT081102;OJ;112PA;20120823;20121218;Betonityöt;TIEDEB;RA
RT081203;OJ;112PA;20120823;20121218;Pohjarakennus ja geotekniikka;TIEDEB;RA
RT081302;OJ;212PA;20121022;20121218;Rakennusten palomääräykset;TIEDEB;RA
RT081304;OJ;112PA;20121024;20121218;Staattisesti määrätyt rakenteet;TIEDEB;RA
RT081305;OJ;212PA;20121022;20121218;Korjausrakentaminen;TIEDEB;RA
TY080102;OJ;212PA;20121022;20121218;Asiantuntijaviestintä;TIEDEB;RA
TY080102;OJ;212PC;20121006;20121218;Asiantuntijaviestintä;TIEDEB;RA
TY080102;OJ;212PE;20121022;20121218;Asiantuntijaviestintä;TIEDEB;RA
TY080105;OJ;112PD;20120823;20121218;Työelämän ja tekniikan englanti 1;TIEDEB;RA
TY080105;OJ;112PE;20120823;20121218;Työelämän ja tekniikan englanti 1;TIEDEB;RA
TY080107;OJ;112PA;20120823;20121218;Työelämän ja tekniikan ruotsi;TIEDEB;RA
TY080202E;OSA;212PD;20121022;20121218;Algebra B;TIEDEB;RA
TY080202E;OSA;212PE;20121022;20121218;Algebra B;TIEDEB;RA
TY080205;OJ;212PD;20121022;20121218;Mekaniikka;TIEDEB;RA
TY080205;OJ;212PE;20121022;20121218;Mekaniikka;TIEDEB;RA
TY080207A;OSA;212PD;20121022;20121218;Lämpötekniikka ja värähtelyt A;TIEDEB;RA
TY080208EA;OSA;212PA;20121022;20121218;Fysiikan laboraatiot, ensiapu;TIEDEB;RA
TY080208EA;OSA;212PB;20121022;20121218;Fysiikan laboraatiot, ensiapu;TIEDEB;RA
TY080208SY;OSA;112PA;20120823;20121218;Fysiikan laboratiot, syksy;TIEDEB;RA
TY080208SY;OSA;112PB;20120823;20121218;Fysiikan laboratiot, syksy;TIEDEB;RA
TY080208SY;OSA;112PM;20120823;20121218;Fysiikan laboratiot, syksy;TIEDEB;RA
RT080601A;OSA;212PC;20121029;20121215;Vesi- ja viemärijärjestemät;TIEDEB;RA
TY080105L;OSA;112PD;20120903;20121215;Työelämän ja tekniikan englanti 1 (luokka);TIEDEB;RA
TY080105S;OSA;212PD;20120903;20121215;Työelämän ja tekniikan englanti 1 (studio);TIEDEB;RA
TY080208TT;OSA;212PC;20121022;20121215;Fysiikan laboraatiot, työturvallisuus;TIEDEB;RA
TY080208TT;OSA;212PD;20121022;20121215;Fysiikan laboraatiot, työturvallisuus;TIEDEB;RA
RT080101A;OSA;112PA;20120903;20121214;Rakennustekniikan perusteet;TIEDEB;RA
TY080105L;OSA;112PE;20120903;20121214;Työelämän ja tekniikan englanti 1 (luokka);TIEDEB;RA
TY080107;OJ;313PA;20120823;20121214;Työelämän ja tekniikan ruotsi;TIEDEB;RA
YH00045;OJ;112PD;20120903;20121214;Ruotsin perusteet 3;TIEDEB;RA
YH00045;OJ;112PE;20120903;20121214;Ruotsin perusteet 3;TIEDEB;RA
RT081101A;OSA;112PA;20120903;20121021;Betonimateriaalitekniikka;TIEDEB;RA
RT081401;OJ;212PA;20120801;20121021;Puurakenteet 2;TIEDEB;RA
TY080101D;OSA;112PH;20120801;20121021;Opiskelutaidot: Tietotekniikan perusteet;TIEDEB;RA
TY080101D;OSA;112PI;20120801;20121021;Opiskelutaidot: Tietotekniikan perusteet;TIEDEB;RA
RT080101A;OSA;112PB;20120823;20121019;Rakennustekniikan perusteet;TIEDEB;RA
RT080401A;OSA;112PA;20120823;20121019;Tekninen piirustus;TIEDEB;RA
RT080401A;OSA;112PG;20120823;20121019;Tekninen piirustus;TIEDEB;RA
RT080401A;OSA;112PH;20120823;20121019;Tekninen piirustus;TIEDEB;RA
RT080501;OJ;112PA;20120903;20121019;Virtaustekniikka;TIEDEB;RA
RT080504;OJ;112PA;20120906;20121019;Lämmönsiirto;TIEDEB;RA
RT080603;OJ;112PA;20120823;20121019;Talokohtainen lämmön tuotanto;TIEDEB;RA
RT080901;OJ;112PA;20120823;20121019;Käytännön rakentaminen;TIEDEB;RA
RT080901;OJ;112PB;20120822;20121019;Käytännön rakentaminen;TIEDEB;RA
RT081204;OJ;413PA;20120903;20121019;Statiikka;TIEDEB;RA
RT081303;OJ;112PA;20120823;20121019;Betonielementti rakenteet;TIEDEB;RA
TY080101A;OSA;112PD;20120823;20121019;Opiskelutaidot;TIEDEB;RA
TY080101A;OSA;112PE;20120823;20121019;Opiskelutaidot;TIEDEB;RA
TY080101B;OSA;112PD;20120823;20121019;Opiskelutaidot;TIEDEB;RA
TY080101B;OSA;112PE;20120801;20121019;Opiskelutaidot;TIEDEB;RA
TY080101C;OSA;112PD;20120903;20121019;Opiskelutaidot;TIEDEB;RA
TY080101C;OSA;112PE;20120903;20121019;Opiskelutaidot;TIEDEB;RA
TY080103B;OSA;112PA;20120823;20121019;Projektitoiminta;TIEDEB;RA
TY080103B;OSA;112PB;20120823;20121019;Projektitoiminta;TIEDEB;RA
TY080201;OJ;112PD;20120823;20121019;Insinöörin matemaattiset apuneuvot;TIEDEB;RA
TY080201;OJ;112PE;20120823;20121019;Insinöörin matemaattiset apuneuvot;TIEDEB;RA
TY080202D;OSA;112PD;20120823;20121019;Algebra A;TIEDEB;RA
TY080202D;OSA;112PE;20120823;20121019;Algebra A;TIEDEB;RA
TY080204B;OSA;112PA;20120823;20121019;Differentiaali- ja integraalilaskenta B;TIEDEB;RA
TY080204B;OSA;112PD;20120823;20121019;Differentiaali- ja integraalilaskenta B;TIEDEB;RA
TY080204B;OSA;112PE;20120823;20121019;Differentiaali- ja integraalilaskenta B;TIEDEB;RA
TY080206;OJ;112PC;20120823;20121019;Sähkömagnetismi;TIEDEB;RA
TY080208TT;OSA;112PC;20120823;20121019;Fysiikan laboraatiot, työturvallisuus;TIEDEB;RA
TY080208TT;OSA;112PD;20120823;20121019;Fysiikan laboraatiot, työturvallisuus;TIEDEB;RA
TY080208SY;OSA;112PL;20120912;20120929;Fysiikan laboratiot, syksy;TIEDEB;RA
RT080803;OJ;412PA;20120312;20120731;Rakennusautomaation suunnittelu;TIEDEB;RA
RT081402;OJ;512PA;20120512;20120731;Teräsrakenteet 2;TIEDEB;RA
VTP0999;OJ;111PJ;20110801;20120731;Liikunta;TIEDEB;RA
VTP0999;OJ;111PK;20110801;20120731;Liikunta;TIEDEB;RA
TY080209B;OSA;312PI;20120305;20120531;Kemia, laboratoriotyöt;TIEDEB;RA
TY080209A;OSA;312PD;20120103;20120530;Kemia, luennot;TIEDEB;RA
TY080209B;OSA;312PH;20120103;20120530;Kemia, laboratoriotyöt;TIEDEB;RA
RT080103;OJ;312PA;20120101;20120524;Sähkö- ja rakennusautomaatiotekniikan perusteet;TIEDEB;RA
RT080103;OJ;312PB;20120101;20120524;Sähkö- ja rakennusautomaatiotekniikan perusteet;TIEDEB;RA
RT080201B;OSA;412PC;20120323;20120524;Rakennusfysiikka;TIEDEB;RA
RT081204;OJ;312PA;20120323;20120524;Statiikka;TIEDEB;RA
RT081204;OJ;412PA;20120323;20120524;Statiikka;TIEDEB;RA
TY080104;OJ;412PB;20120323;20120524;Tutkimusviestintä;TIEDEB;RA
TY080208G;OSA;412PB;20120323;20120524;Fysiikan laboraatiot B;TIEDEB;RA
TY080208G;OSA;412PD;20120323;20120524;Fysiikan laboraatiot B;TIEDEB;RA
TY080208G;OSA;412PE;20120323;20120524;Fysiikan laboraatiot B;TIEDEB;RA
TY080208G;OSA;412PF;20120323;20120524;Fysiikan laboraatiot B;TIEDEB;RA
TY080209B;OSA;312PE;20120323;20120524;Kemia, laboratoriotyöt;TIEDEB;RA
TY080209B;OSA;312PF;20120323;20120524;Kemia, laboratoriotyöt;TIEDEB;RA
TY080209B;OSA;312PG;20120323;20120524;Kemia, laboratoriotyöt;TIEDEB;RA
VTP0999;OJ;110PK;20100801;20120524;Liikunta;TIEDEB;RA
VTP0999;OJ;110PL;20100801;20120524;Liikunta;TIEDEB;RA
VTP0999;OJ;110PM;20100801;20120524;Liikunta;TIEDEB;RA
VTP0999;OJ;111PV;20110801;20120524;Liikunta;TIEDEB;RA
TY080104;OJ;412PF;20120308;20120513;Tutkimusviestintä;TIEDEB;RA
VTP0999K;OJ;312PJ;20120101;20120513;Liikunta, kevät;TIEDEB;RA
RT080103L;OSA;412PA;20120312;20120511;Sähkö- ja rakennusautomaatiotekniikan perusteet, laboraatiot;TIEDEB;RA
RT080103L;OSA;412PB;20120312;20120511;Sähkö- ja rakennusautomaatiotekniikan perusteet, laboraatiot;TIEDEB;RA
RT080103L;OSA;412PC;20120312;20120511;Sähkö- ja rakennusautomaatiotekniikan perusteet, laboraatiot;TIEDEB;RA
RT080103L;OSA;412PD;20120312;20120511;Sähkö- ja rakennusautomaatiotekniikan perusteet, laboraatiot;TIEDEB;RA
RT080201;OJ;312PA;20120104;20120511;Rakennusfysiikka;TIEDEB;RA
RT080201;OJ;312PB;20120105;20120511;Rakennusfysiikka;TIEDEB;RA
RT080203;OJ;312PA;20120103;20120511;Rakennus- ja LVI-tekniset mittaukset;TIEDEB;RA
RT080203;OJ;312PB;20120103;20120511;Rakennus- ja LVI-tekniset mittaukset;TIEDEB;RA
RT080203;OJ;412PA;20120312;20120511;Rakennus- ja LVI-tekniset mittaukset;TIEDEB;RA
RT080204;OJ;412PC;20120312;20120511;Energiatalous;TIEDEB;RA
RT080602;OJ;312PA;20120103;20120511;Lämmönjakojärjestelmät;TIEDEB;RA
RT080701;OJ;412PA;20120312;20120511;Ilmanvaihto- ja ilmastointijärjestelmät;TIEDEB;RA
RT080702A;OSA;412PA;20120312;20120511;Ilmastointikoneet ja -prosessit;TIEDEB;RA
RT080703B;OSA;412PA;20120312;20120511;Ilmastointilaitoksen mitoitus;TIEDEB;RA
RT080801B;OSA;412PA;20120312;20120511;LV-verkostojen suunnittelu;TIEDEB;RA
RT080802;OJ;312PA;20120103;20120511;Ilmastointi- ja jäähdytysverkostojen suunnittelu;TIEDEB;RA
RT081001B;OSA;312PA;20120103;20120511;Työnjohtaminen rakennusprosessissa TUPA;TIEDEB;RA
RT081003;OJ;211PA;20110801;20120511;Työtehtävät ja työympäristö;TIEDEB;RA
RT081103;OJ;312PA;20120312;20120511;Betonirakenteet 1;TIEDEB;RA
RT081201;OJ;312PA;20120103;20120511;Puurakenteet 1;TIEDEB;RA
RT081202;OJ;312PA;20120103;20120511;Teräsrakenteet 1;TIEDEB;RA
RT081403;OJ;412PA;20120103;20120511;Staattisesti määräämättömät rakenteet;TIEDEB;RA
RT081404;OJ;312PA;20120103;20120511;Betonirakenteet 2;TIEDEB;RA
TY080103A;OSA;412PB;20120312;20120511;Johtaminen;TIEDEB;RA
TY080104;OJ;412PA;20120312;20120511;Tutkimusviestintä;TIEDEB;RA
TY080203B;OSA;412PA;20120312;20120511;Geometria B;TIEDEB;RA
TY080203B;OSA;412PC;20120312;20120511;Geometria B;TIEDEB;RA
TY080203B;OSA;412PD;20120312;20120511;Geometria B;TIEDEB;RA
TY080204A;OSA;412PA;20120312;20120511;Differentiaali- ja integraalilaskenta A;TIEDEB;RA
TY080204A;OSA;412PC;20120312;20120511;Differentiaali- ja integraalilaskenta A;TIEDEB;RA
TY080204A;OSA;412PD;20120312;20120511;Differentiaali- ja integraalilaskenta A;TIEDEB;RA
TY080207;OJ;211PD;20120103;20120511;Lämpötekniikka ja värähtelyt;TIEDEB;RA
TY080207B;OSA;312PA;20120312;20120511;Lämpötekniikka ja värähtelyt B;TIEDEB;RA
TY080208KE;OSA;312PA;20120103;20120511;Fysiikan laboraatiot, kevät;TIEDEB;RA
TY080208KE;OSA;312PB;20120103;20120511;Fysiikan laboraatiot, kevät;TIEDEB;RA
TY080208KE;OSA;312PJ;20120103;20120511;Fysiikan laboraatiot, kevät;TIEDEB;RA
YH00023;OJ;312PA;20120103;20120511;Ruotsin perusteet 3;TIEDEB;RA
YH00044;OJ;412PG;20120103;20120511;Ruotsin perusteet 2;TIEDEB;RA
YH00044;OJ;412PH;20120103;20120511;Ruotsin perusteet 2;TIEDEB;RA
YH00045;OJ;312PF;20120103;20120511;Ruotsin perusteet 3;TIEDEB;RA
RT081001A;OSA;312PA;20120103;20120430;Työnjohtaminen rakennusprosessissa;TIEDEB;RA
RT081002;OJ;312PA;20120103;20120430;Työnsuunnittelu;TIEDEB;RA
